STOCK MOLDES TROQUEL,,,,,STOCK MOLDES TROQUEL FARMACEUTICO,,,,,STOCK MOLDES TROQUEL INDUSTRIAL,,,,,STOCK MOLDES INNPACK CORRUGADO,,,,,
NP / MOLDE,CLIENTE,RACK,PERFIL,,NP / MOLDE,CLIENTE,RACK,PERFIL,,NP / MOLDE,CLIENTE,RACK,PERFIL,,NP / MOLDE,CLIENTE,RACK,OBSERVACIONES,PERFIL,
15193,DIAGEO,34,,,,,,,,,,,,,,,,,,
16601,JOHNSON Y JOHNSON,34,,,,,,,,,,,,,,,,,,
12087,CIA PISQUERA,34,,,,,,,,,,,,,,,,,,
18455,DP ALIMENTOS ,34,,,,,,,,,,,,,,,,,,
18470,GADOR,34,,,,,,,,,,,,,,,,,,
18452,DIAGEO,34,,,,,,,,,,,,,,,,,,
15897,UNILEVER,34,,,,,,,,,,,,,,,,,,
18486, SOUTHER ,34,,,,,,,,,,,,,,,,,,
16389,AXON PHARMA,34,,,,,,,,,,,,,,,,,,
12050,ALIMENTOS AGRO,34,,,,,,,,,,,,,,,,,,
18434,DIAGEO,34,,,,,,,,,,,,,,,,,,
18446,DIAGEO,34,,,,,,,,,,,,,,,,,,
18413,GENOMMA,34,,,,,,,,,,,,,,,,,,
18438,DIAGEO,34,,, ,,,,,,,,,,,,,,,
18418,DAVIS,34,,,,,,,,,,,,,,,,,,
13696,PETRIZZIO,34,,,,,,,,,,,,,,,,,,
18442,PETRIZZIO,34,,,,,,,,,,,,,,,,,,
2693,DAVIS,35,,,,,,,,,,,,,,,,,,
15186,ECKART,35,,,,,,,,,,,,,,,,,,
11866,MEDIPHARM,35,,,,,,,,,,,,,,,,,,
14969,DOS EN UNO,35,,,,,,,,,,,,,,,,,,
15685,ALIMENTOS DOS EN UNO,35,,,,,,,,,,,,,,,,,,
16606,PETRIZZIO,35,,,,,,,,,,,,,,,,,,
11897,NOVARTIS,35,,,,,,,,,,,,,,,,,,
16474,DESA,35,,,,,,,,,,,,,,,,,,
2690,ELICINA,35,,,,,,,,,,,,,,,,,,
4325,DAVIS,35,,,,,,,,,,,,,,,,,,
14362,ELANCO,35,,,,,,,,,,,,,,,,,,
P003104,BANDEJA,35,,,,,,,,,,,,,,,,,,
9730,NOVA VERDE,35,,,,,,,,,,,,,,,,,,
7076,DIAGEO MICA,35,,,,,,,,,,,,,,,,,,
12172,ESAN,35,,,,,,,,,,,,,,,,,,
15500,SYNTHON,35,,,,,,,,,,,,,,,,,,
10519,RECALCINE,35,,,,,,,,,,,,,,,,,,
13274,RECALCINE,35,,,,,,,,,,,,,,,,,,
16536,DRAKE LOGISTICS,35,,,,,,,,,,,,,,,,,,
15702,ZOETIS,35,,,,,,,,,,,,,,,,,,
15701,ZOETIS,35,,,,,,,,,,,,,,,,,,
16340,CHILE,35,,,,,,,,,,,,,,,,,,
6613,CIA PISQUERA,35,,,,,,,,,,,,,,,,,,
16558,CHILE,35,,,,,,,,,,,,,,,,,,
14059,NOVA VERDE,35,,,,,,,,,,,,,,,,,,
M000277 / 13488,CAROZZI,35,,,,,,,,,,,,,,,,,,
12778,NOVA VERDE,35,,,,,,,,,,,,,,,,,,
15570,NOVARTIS,35,,,,,,,,,,,,,,,,,,
12060,NOVARTIS,35,,,,,,,,,,,,,,,,,,
14686,DAVIS,35,P003017,,,,,,,,,,,,,,,,,
18398,PERNOD,35,,,,,,,,,,,,,,,,,,
18698,VIU MANENT,35,,,,,,,,,,,,,,,,,,
17050,PERNOD,35,P005118,,,,,,,,,,,,,,,,,
18443,SAVAL,35,,,,,,,,,,,,,,,,,,
18405,PERNOD,35,,,,,,,,,,,,,,,,,,
18429,DIAGEO,35,,,,,,,,,,,,,,,,,,
18390,PESQUERA,35,,,,,,,,,,,,,,,,,,
18370,UNDURRAGA,35,,,,,,,,,,,,,,,,,,
13980,VIDA SALUDABLE,35,,,,,,,,,,,,,,,,,,
18387,SERVIFORM,35,,,,,,,,,,,,,,,,,,
17606,CAFE DO BRASIL,35,,,,,,,,,,,,,,,,,,
18395,PERNOD,35,,,,,,,,,,,,,,,,,,
15722,CAFE DO BRASIL,36,,,,,,,,,,,,,,,,,,
15730,ALPES CHEMIE,36,,,,,,,,,,,,,,,,,,
11618,VIU MANENT,36,,,,,,,,,,,,,,,,,,
11398,SYNTHON,36,,,,,,,,,,,,,,,,,,
7563,NOVARTIS,36,,,,,,,,,,,,,,,,,,
12197,NOVARTIS,36,,,,,,,,,,,,,,,,,,
15603,KNOP,36,,,,,,,,,,,,,,,,,,
15705,KNOP,36,,,,,,,,,,,,,,,,,,
12061,NOVARTIS,36,,,,,,,,,,,,,,,,,,
15442,ALPES CHEMIE,36,,,,,,,,,,,,,,,,,,
15443,ALPES CHEMIE,36,,,,,,,,,,,,,,,,,,
15577,NOVARTIS,36,,,,,,,,,,,,,,,,,,
10380,CIA PISQUERA,36,,,,,,,,,,,,,,,,,,
15532,RECALCINE,36,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
15407,BAGO,36,,,,,,,,,,,,,,,,,,
4392,SOCIEDAD EL ROSARIO,36,,,,,,,,,,,,,,,,,,
10927,CERVECERIA KROSS,36,,,,,,,,,,,,,,,,,,
5631,DIAGEO,36,,,,,,,,,,,,,,,,,,
13068,DAVIS,36,,,,,,,,,,,,,,,,,,
15478,DAVIS,36,,,,,,,,,,,,,,,,,,
8746,SALMONES MULTI X,36,,,,,,,,,,,,,,,,,,
11725,SAN PEDRO,36,,,,,,,,,,,,,,,,,,
6053,ELICINA,36,,,,,,,,,,,,,,,,,,
12627,CAROZZI,36,,,,,,,,,,,,,,,,,,
10806,FOTO MAYOR,36,,,,,,,,,,,,,,,,,,
1441,CHILE,36,,,,,,,,,,,,,,,,,,
10987,AGROSUPER,36,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
18360,SNACK FOODS,36,,,,,,,,,,,,,,,,,,
18400,PERNOD,36,P006821,,,,,,,,,,,,,,,,,
18404,PERNOD,36,,,,,,,,,,,,,,,,,,
18403,PERNOD,36,,,,,,,,,,,,,,,,,,
18345,CAROZZI,36,,,,,,,,,,,,,,,,,,
10882,CAROZZI,36,,,,,,,,,,,,,,,,,,
18061,MULTI X,36,,,,,,,,,,,,,,,,,,
5234,NOVARTIS,37,,,,,,,,,,,,,,,,,,
15022,RECALCINE,37,,,,,,,,,,,,,,,,,,
10411,DIAGEO,37,,,,,,,,,,,,,,,,,,
12560,SALMONES MULTI X,37,,,,,,,,,,,,,,,,,,
10803,CHILE,37,,,,,,,,,,,,,,,,,,
11913,CHILE,37,,,,,,,,,,,,,,,,,,
9051,NOVA VERDE,37,,,,,,,,,,,,,,,,,,
8959,VIÑA LA ROSA,37,,,,,,,,,,,,,,,,,,
6576,VIÑA CDF JELL,37,,,,,,,,,,,,,,,,,,
8846,BAUZA,37,,,,,,,,,,,,,,,,,,
11624,SALMONES MULTI X,37,,,,,,,,,,,,,,,,,,
2160,CIA PISQUERA,37,,,,,,,,,,,,,,,,,,
8565,UNILEVER,37,,,,,,,,,,,,,,,,,,
8759,MIGUEL TORRES,37,,,,,,,,,,,,,,,,,,
9150,PERNOD,37,,,,,,,,,,,,,,,,,,
10289,SALMONES MULTI X,37,,,,,,,,,,,,,,,,,,
8075,FEROUCH,37,,,,,,,,,,,,,,,,,,
9495,SALMONES MULTI X,37,,,,,,,,,,,,,,,,,,
2241,ESAN,37,,,,,,,,,,,,,,,,,,
2107,ESAN,37,,,,,,,,,,,,,,,,,,
11439,GARDEN HOUSE,37,,,,,,,,,,,,,,,,,,
3203,ESAN,37,,,,,,,,,,,,,,,,,,
11646,SANTA RITA,37,,,,,,,,,,,,,,,,,,
10393,DESA,37,,,,,,,,,,,,,,,,,,
12217,LABOMED,37,,,,,,,,,,,,,,,,,,
2464,BDF,37,,,,,,,,,,,,,,,,,,
2464,NIVEA RELIEVE,37,,,,,,,,,,,,,,,,,,
14354,SALMONES MULTI X,37,,,,,,,,,,,,,,,,,,
9776,CAROZZI,37,,,,,,,,,,,,,,,,,,
8506,DUKRAFT,38,,,,,,,,,,,,,,,,,,
6698,CIA PISQUERA,38,,,,,,,,,,,,,,,,,,
10610,NOVA FOOD,38,,,,,,,,,,,,,,,,,,
10997,PISQUERA PORTUGAL,38,,,,,,,,,,,,,,,,,,
12772,DUKRAFT,38,,,,,,,,,,,,,,,,,,
11212,AGROSUPER,38,,,,,,,,,,,,,,,,,,
13925,SAN PEDRO,38,,,,,,,,,,,,,,,,,,
10780,UNILEVER,38,,,,,,,,,,,,,,,,,,
11524,GARDEN HOUSE,38,,,,,,,,,,,,,,,,,,
15329,BAT CHILE,38,,,,,,,,,,,,,,,,,,
8573,PETRIZZIO,38,,,,,,,,,,,,,,,,,,
10952,SALMONES MULTI X,38,,,,,,,,,,,,,,,,,,
11829,SALMONES MULTI X,38,,,,,,,,,,,,,,,,,,
12522,RECALCINE,38,,,,,,,,,,,,,,,,,,
2563,ELICINA,38,,,,,,,,,,,,,,,,,,
14018,ELICINA,38,,,,,,,,,,,,,,,,,,
15426,CAROZZI,38,,,,,,,,,,,,,,,,,,
12909,DIAGEO,38,,,,,,,,,,,,,,,,,,
15993,AXON,38,,,,,,,,,,,,,,,,,,
14943,SALMONES MULTI X,38,,,,,,,,,,,,,,,,,,
14906,SALMONES MULTI X,38,,,,,,,,,,,,,,,,,,
16031,JUAN BASS,38,,,,,,,,,,,,,,,,,,
16588,LABOMED,38,,,,,,,,,,,,,,,,,,
3579,CIA PISQUERA,38,,,,,,,,,,,,,,,,,,
13589,CIA PISQUERA,38,,,,,,,,,,,,,,,,,,
12215,FRUSELVA,38,,,,,,,,,,,,,,,,,,
14960,CAFE DO BRASIL,29,,,,,,,,,,,,,,,,,,
13893,COLLICO,39,,,,,,,,,,,,,,,,,,
41405,FORUS,39,,,,,,,,,,,,,,,,,,
13745,FORUS,39,,,,,,,,,,,,,,,,,,
10548,KNOP,39,,,,,,,,,,,,,,,,,,
6744,KNOP,39,,,,,,,,,,,,,,,,,,
10151,DACCARET,39,,,,,,,,,,,,,,,,,,
10854,DACCARET,39,,,,,,,,,,,,,,,,,,
10974,KNOP,39,CASILLERO AZUL,,,,,,,,,,,,,,,,,
5783,ELANCO,39,,,,,,,,,,,,,,,,,,
12419,SERVICIOS,39,,,,,,,,,,,,,,,,,,
12262,PETRIZZIO,39,,,,,,,,,,,,,,,,,,
12772,PETRIZZIO,39,,,,,,,,,,,,,,,,,,
16568,JUAN BASS,39,,,,,,,,,,,,,,,,,,
13191,JUAN BASS,39,,,,,,,,,,,,,,,,,,
10797,UNILEVER,39,,,,,,,,,,,,,,,,,,
8650,INVERMAR,39,,,,,,,,,,,,,,,,,,
10257,TRENDY,39,,,,,,,,,,,,,,,,,,
13124,MIGUEL TORRES,39,,,,,,,,,,,,,,,,,,
12845,PERNOD MICA,39,,,,,,,,,,,,,,,,,,
10626,MEDIPHARM,39,,,,,,,,,,,,,,,,,,
12717,NOVARTIS,39,,,,,,,,,,,,,,,,,,
12308,ELANCO,39,,,,,,,,,,,,,,,,,,
16389,AXON,39,,,,,,,,,,,,,,,,,,
11963,QUILLAYES,39,,,,,,,,,,,,,,,,,,
11134,DIAGEO,39,,,,,,,,,,,,,,,,,,
16618,BAGO,39,,,,,,,,,,,,,,,,,,
14969,BAGO,39,,,,,,,,,,,,,,,,,,
2729,SANITAS,39,,,,,,,,,,,,,,,,,,
14170,ID LOGISTICS,39,,,,,,,,,,,,,,,,,,
12252,PISQUERA,39,,,,,,,,,,,,,,,,,,
11878,ESAN,39,,,,,,,,,,,,,,,,,,
10152,DACCARET,39,,,,,,,,,,,,,,,,,,
13980,VIDA SALUDABLE,39,,,,,,,,,,,,,,,,,,
11222,CAROZZI,39,,,,,,,,,,,,,,,,,,
16595,UNILEVER,39,,,,,,,,,,,,,,,,,,
13567,UNILEVER,39,,,,,,,,,,,,,,,,,,
9971,SALMONES MULTI X,39,,,,,,,,,,,,,,,,,,
13112,NOVA VERDE,39,,,,,,,,,,,,,,,,,,
11546,PFIZER,39,,,,,,,,,,,,,,,,,,
6689,VIÑEDO,39,,,,,,,,,,,,,,,,,,
14613,FRUSELVA,39,,,,,,,,,,,,,,,,,,
16594,UNILEVER,39,,,,,,,,,,,,,,,,,,
12020,SOUTH WIND,39,,,,,,,,,,,,,,,,,,
9913,BARON PHILIPE,39,,,,,,,,,,,,,,,,,,
6703,QUILLAYES,39,,,,,,,,,,,,,,,,,,
M000525,BAGO,39,P007223,,,,,,,,,,,,,,,,,
M000518,BLUNDING,39,P007406,,,,,,,,,,,,,,,,,
M000119,ID LOGISTICS,39,P005667 / P005668,,,,,,,,,,,,,,,,,
M000115,ICB,39,P007252,,,,,,,,,,,,,,,,,
M000545,SANTA EMA,39,P007477,,,,,,,,,,,,,,,,,
M000548,SYNTHON,39,P002181,,,,,,,,,,,,,,,,,
M000561,CAROZZI,39,P007498,,,,,,,,,,,,,,,,,
M000543,DAVIS,39,P006631,,,,,,,,,,,,,,,,,
M000537,CALETA BAY,39,P007478,,,,,,,,,,,,,,,,,
M000550,DAVIS,39,P002369,,,,,,,,,,,,,,,,,
M000539,ZOETIS,39,P006659,,,,,,,,,,,,,,,,,
M000531,ALIMENTOS Y FRUTOS,39,P005477,,,,,,,,,,,,,,,,,
M000541,ZOETIS,39,P003183,,,,,,,,,,,,,,,,,
M000540,ZOETIS,39,P007402,,,,,,,,,,,,,,,,,
M000522,BIOSANO,39,P0004056,,,,,,,,,,,,,,,,,
13533,BLUNDING,39,P002102,,,,,,,,,,,,,,,,,
M000532,HH CHILE,39,P007486,,,,,,,,,,,,,,,,,
M000519,SYNTHON,39,P002360,,,,,,,,,,,,,,,,,
12428,BDF,40,,,,,,,,,,,,,,,,,,
15946,CHILE,40,,,,,,,,,,,,,,,,,,
15897,UNILEVER,40,,,,,,,,,,,,,,,,,,
10759,SALMONES MULTI X,40,,,,,,,,,,,,,,,,,,
11006,RECALCINE,40,,,,,,,,,,,,,,,,,,
16611,CHILE,40,,,,,,,,,,,,,,,,,,
16544,SALMONES MULTI X,40,,,,,,,,,,,,,,,,,,
15709,DENTAID,40,,,,,,,,,,,,,,,,,,
13333,DENTAID,40,,,,,,,,,,,,,,,,,,
13623,MEDIPHARM,40,,,,,,,,,,,,,,,,,,
11555,SAN PEDRO,40,,,,,,,,,,,,,,,,,,
14766,SALMONES MULTI X,40,,,,,,,,,,,,,,,,,,
9738,SALMONES MULTI X,40,,,,,,,,,,,,,,,,,,
13387,PETRIZZIO,40,,,,,,,,,,,,,,,,,,
14783,DACCARET,40,,,,,,,,,,,,,,,,,,
10373,DIAGEO,40,,,,,,,,,,,,,,,,,,
1849,NOVARTIS,40,,,,,,,,,,,,,,,,,,
13208,SALMONES MULTI X,40,,,,,,,,,,,,,,,,,,
13324,PETRIZZIO,40,,,,,,,,,,,,,,,,,,
2791,CHILE,40,,,,,,,,,,,,,,,,,,
13536,VITAMINES,40,,,,,,,,,,,,,,,,,,
14225,SALMONES MULTI X,40,,,,,,,,,,,,,,,,,,
9514,SAN FRANCISCO,40,,,,,,,,,,,,,,,,,,
8521,SALMONES MULTI X,40,,,,,,,,,,,,,,,,,,
12280,PETRIZZIO,40,,,,,,,,,,,,,,,,,,
13904,ELANCO,40,,,,,,,,,,,,,,,,,,
14561,SERVICIOS DE ALIMENTACION,40,,,,,,,,,,,,,,,,,,
13619,SAVAL,40,,,,,,,,,,,,,,,,,,
10699,SEVEN PHARMA,40,,,,,,,,,,,,,,,,,,
5726,DIAGEO MICA,40,,,,,,,,,,,,,,,,,,
4122,PISQUERA MICA,40,,,,,,,,,,,,,,,,,,
13299,PERNOD MICA,40,,,,,,,,,,,,,,,,,,
9785,NOVARTIS,40,,,,,,,,,,,,,,,,,,
13470,PETRIZZIO,40,,,,,,,,,,,,,,,,,,
13361,DP ALIMENTOS,40,,,,,,,,,,,,,,,,,,
5691,DIAGEO,40,,,,,,,,,,,,,,,,,,
14462,DOS EN UNO,40,,,,,,,,,,,,,,,,,,
15290,DOS EN UNO,40,,,,,,,,,,,,,,,,,,
15221,DAVIS,40,,,,,,,,,,,,,,,,,,
11663,DENTAID,40,,,,,,,,,,,,,,,,,,
14273,DENTAID,40,,,,,,,,,,,,,,,,,,
2605,BALLERINA,40,,,,,,,,,,,,,,,,,,
12010,NOVARTIS,41,,,,,,,,,,,,,,,,,,
2086,NOVARTIS,41,,,,,,,,,,,,,,,,,,
14729,NOVARTIS,41,,,,,,,,,,,,,,,,,,
3654,NOVARTIS,41,,,,,,,,,,,,,,,,,,
7347,NOVARTIS,41,,,,,,,,,,,,,,,,,,
3475,NOVARTIS,41,,,,,,,,,,,,,,,,,,
10765,NOVARTIS,41,,,,,,,,,,,,,,,,,,
7903,NOVARTIS,41,,,,,,,,,,,,,,,,,,
3961,NOVARTIS,41,,,,,,,,,,,,,,,,,,
12015,NOVARTIS,41,,,,,,,,,,,,,,,,,,
11496,NOVARTIS,41,,,,,,,,,,,,,,,,,,
11347,NOVARTIS,41,,,,,,,,,,,,,,,,,,
11683,NOVARTIS,41,,,,,,,,,,,,,,,,,,
12239,NOVARTIS,41,,,,,,,,,,,,,,,,,,
15361,NOVARTIS,41,,,,,,,,,,,,,,,,,,
13543,NOVARTIS,41,,,,,,,,,,,,,,,,,,
14932,NOVARTIS,41,,,,,,,,,,,,,,,,,,
8384,NOVARTIS,41,,,,,,,,,,,,,,,,,,
13311,NOVARTIS,41,,,,,,,,,,,,,,,,,,
13812,NOVARTIS,41,,,,,,,,,,,,,,,,,,
11541,NOVARTIS,41,,,,,,,,,,,,,,,,,,
11816,NOVARTIS,41,,,,,,,,,,,,,,,,,,
14632,NOVARTIS,41,,,,,,,,,,,,,,,,,,
2452,NOVARTIS,41,,,,,,,,,,,,,,,,,,
3407,NOVARTIS,41,,,,,,,,,,,,,,,,,,
11270,NOVARTIS,41,,,,,,,,,,,,,,,,,,
14415,NOVARTIS,41,,,,,,,,,,,,,,,,,,
2325,NOVARTIS,41,,,,,,,,,,,,,,,,,,
10278,NOVARTIS,41,,,,,,,,,,,,,,,,,,
5361,NOVARTIS,41,,,,,,,,,,,,,,,,,,
5139,NOVARTIS,41,,,,,,,,,,,,,,,,,,
9367,NOVARTIS,41,,,,,,,,,,,,,,,,,,
12011,NOVARTIS,42,,,,,,,,,,,,,,,,,,
3118,NOVARTIS,42,,,,,,,,,,,,,,,,,,
788,NOVARTIS,42,,,,,,,,,,,,,,,,,,
15052,NOVARTIS,42,,,,,,,,,,,,,,,,,,
6690,ELANCO,42,,,,,,,,,,,,,,,,,,
6633,SAN PEDRO,42,,,,,,,,,,,,,,,,,,
6728,SAN PEDRO,42,,,,,,,,,,,,,,,,,,
2182,DAVIS,42,,,,,,,,,,,,,,,,,,
11458,MIGUEL TORRES,42,,,,,,,,,,,,,,,,,,
13903,DENTAID,42,,,,,,,,,,,,,,,,,,
,ELANCO,42,,,,,,,,,,,,,,,,,,
14252,PAPA JOHNS,42,,,,,,,,,,,,,,,,,,
10757,KROSS,42,,,,,,,,,,,,,,,,,,
11575,NG,42,,,,,,,,,,,,,,,,,,
6621,CONCHA Y TORO,42,,,,,,,,,,,,,,,,,,
14125,DOS EN UNO,42,,,,,,,,,,,,,,,,,,
11487,SALMONES MULTI X,43,,,,,,,,,,,,,,,,,,
2969,CONCHA Y TORO,43,,,,,,,,,,,,,,,,,,
9598,FRUTICOLA,43,,,,,,,,,,,,,,,,,,
9406,AURORA AUSTRAL,43,,,,,,,,,,,,,,,,,,
11573,ELANCO,43,,,,,,,,,,,,,,,,,,
11038,DIAGEO,43,,,,,,,,,,,,,,,,,,
15825,CONCHA Y TORO,43,,,,,,,,,,,,,,,,,,
11029,CIA PISQUERA,43,,,,,,,,,,,,,,,,,,
4439,CIA PISQUERA,43,,,,,,,,,,,,,,,,,,
14034,SUPER FRUIT,43,,,,,,,,,,,,,,,,,,
4302,CONCHA Y TORO,43,,,,,,,,,,,,,,,,,,
14065,CHILE XPRESS,43,,,,,,,,,,,,,,,,,,
11523,KNOP,43,,,,,,,,,,,,,,,,,,
17665,MULTI X,43,,,,,,,,,,,,,,,,,,
,PRUEBAS MICAS,44,,,,,,,,,,,,,,,,,,
10093,CIA PISQUERA MICA,44,,,,,,,,,,,,,,,,,,
14394,LA ROSA,44,,,,,,,,,,,,,,,,,,
28728,LA ROSA,44,,,,,,,,,,,,,,,,,,
8501,BLUNDING,44,,,,,,,,,,,,,,,,,,
1734,DIAGEO,44,,,,,,,,,,,,,,,,,,
15147,DAVIS,44,,,,,,,,,,,,,,,,,,
12765,NOVARTIS,44,,,,,,,,,,,,,,,,,,
10588,LABOMED,44,,,,,,,,,,,,,,,,,,
3456,BLUNDING,44,,,,,,,,,,,,,,,,,,
1025,CASAS PATRONALES,45,,,,,,,,,,,,,,,,,,
3141,CASAS PATRONALES,45,,,,,,,,,,,,,,,,,,
14126,DOS EN UNO,45,,,,,,,,,,,,,,,,,,
1977,CASAS PATRONALES,45,,,,,,,,,,,,,,,,,,
14578,SANTA RITA,45,,,,,,,,,,,,,,,,,,
13881,NOVARTIS,45,,,,,,,,,,,,,,,,,,
13870,FRUSELVA,45,,,,,,,,,,,,,,,,,,
18817,NOVARTIS,45,,,,,,,,,,,,,,,,,,
18794,BIOSANO,45,,,,,,,,,,,,,,,,,,
18770,DAVIS,45,,,,,,,,,,,,,,,,,,
18797,PERNOD,45,,,,,,,,,,,,,,,,,,
18781,SANTA ROSA,45,,,,,,,,,,,,,,,,,,
18777,SYNTHON,45,,,,,,,,,,,,,,,,,,
18738,JHONSON Y JHONSON,45,,,,,,,,,,,,,,,,,,
18769,RECALCINE,45,,,,,,,,,,,,,,,,,,
18757,SYNTHON,45,,,,,,,,,,,,,,,,,,
18768,CARNES ÑUBLE,45,,,,,,,,,,,,,,,,,,
P007118,NICO FARET,45,,,,,,,,,,,,,,,,,,
18748,BIOSANO,45,,,,,,,,,,,,,,,,,,
18736,SYNTHON,45,,,,,,,,,,,,,,,,,,
14001,CARNES ÑUBLE,45,,,,,,,,,,,,,,,,,,
11537,CAROZZI,45,,,,,,,,,,,,,,,,,,
11534,CAROZZI,45,,,,,,,,,,,,,,,,,,
11535,CAROZZI,45,,,,,,,,,,,,,,,,,,
14124,PERNOD,45,,,,,,,,,,,,,,,,,,
18739,SAVAL,45,,,,,,,,,,,,,,,,,,
18702,RECALCINE,45,,,,,,,,,,,,,,,,,,
18718,CONCHA Y TORO,45,,,,,,,,,,,,,,,,,,
18684,ENTRE LAGOS,45,,,,,,,,,,,,,,,,,,
18686,CHOCOLATERIA,45,,,,,,,,,,,,,,,,,,
18916,ALIMENTOS Y FRUTOS,45,P006851,,,,,,,,,,,,,,,,,
18917,UNILEVER,45,,,,,,,,,,,,,,,,,,
18923,DAVIS,45,,,,,,,,,,,,,,,,,,
18924,RECALCINE,45,,,,,,,,,,,,,,,,,,
18913,RECALCINE,45,,,,,,,,,,,,,,,,,,
18914,NOVAVERDE,45,,,,,,,,,,,,,,,,,,
18905,FOTOMAR,45,,,,,,,,,,,,,,,,,,
18907,DAVIS,45,,,,,,,,,,,,,,,,,,
18899,RECALCINE,45,,,,,,,,,,,,,,,,,,
12180,VIU MANENT,45,,,,,,,,,,,,,,,,,,
5982,ALPES,46,,,,,,,,,,,,,,,,,,
14296,FRUSELVA,46,,,,,,,,,,,,,,,,,,
14246,ELANCO,46,,,,,,,,,,,,,,,,,,
14740,JUAN BASS,46,,,,,,,,,,,,,,,,,,
14449,SAN PEDRO,46,,,,,,,,,,,,,,,,,,
12872,CERVECERIA,46,,,,,,,,,,,,,,,,,,
4865,CHILE,46,,,,,,,,,,,,,,,,,,
15326,CHILE XPRESS,46,,,,,,,,,,,,,,,,,,
14577,DOS EN UNO,46,,,,,,,,,,,,,,,,,,
18874,JONHSON,46,,,,,,,,,,,,,,,,,,
18881,UNILEVER,46,,,,,,,,,,,,,,,,,,
18870,RECALCINE,46,,,,,,,,,,,,,,,,,,
18853,DAVIS DEL CURTO,46,,,,,,,,,,,,,,,,,,
18803,SANTA ROSA,46,,,,,,,,,,,,,,,,,,
M000083,PETRIZZIO,46,P007460,,,,,,,,,,,,,,,,,
12258,SALMONES MULTI X,47,,,,,,,,,,,,,,,,,,
4954,ELICINA,47,,,,,,,,,,,,,,,,,,
4793,CHILE,47,,,,,,,,,,,,,,,,,,
14084,ALPES,47,,,,,,,,,,,,,,,,,,
14257,DIAGEO,47,,,,,,,,,,,,,,,,,,
4796,DIAGEO,47,,,,,,,,,,,,,,,,,,
13856,DENTAID,47,,,,,,,,,,,,,,,,,,
12677,DENTAID,47,,,,,,,,,,,,,,,,,,
14655,DENTAID,47,,,,,,,,,,,,,,,,,,
14604,DENTAID,47,,,,,,,,,,,,,,,,,,
13915,DENTAID,47,,,,,,,,,,,,,,,,,,
12304,DENTAID,47,,,,,,,,,,,,,,,,,,
15296,DENTAID,47,,,,,,,,,,,,,,,,,,
15325,DENTAID,47,,,,,,,,,,,,,,,,,,
13718,DIAGEO,47,,,,,,,,,,,,,,,,,,
13914,CHILE XPRESS,47,,,,,,,,,,,,,,,,,,
4947,ORPIRA,47,,,,,,,,,,,,,,,,,,
4754,ORPIRA,47,,,,,,,,,,,,,,,,,,
14702,ORPIRA,47,,,,,,,,,,,,,,,,,,
15035,CAFE DO BRASIL,38,,,,,,,,,,,,,,,,,,
15017,AG SERVICIOS,38,,,,,,,,,,,,,,,,,,
12885,DIAGEO,48,,,,,,,,,,,,,,,,,,
12871,DIAGEO,48,,,,,,,,,,,,,,,,,,
12625,ENTEL,48,,,,,,,,,,,,,,,,,,
13160,SAVAL,48,,,,,,,,,,,,,,,,,,
4735,CIA PISQUERA,48,,,,,,,,,,,,,,,,,,
15189,SALMONES MULTI X,38,,,,,,,,,,,,,,,,,,
4985,BDF,48,,,,,,,,,,,,,,,,,,
453,BANDEJA CASINO,48,,,,,,,,,,,,,,,,,,
5003,FIBROSONOCO,48,,,,,,,,,,,,,,,,,,
2307,CERVECERIA,48,,,,,,,,,,,,,,,,,,
13158,FRUSELVA,48,,,,,,,,,,,,,,,,,,
14238,SALMONES MULTI X,38,,,,,,,,,,,,,,,,,,
16476,DIAGEO,38,,,,,,,,,,,,,,,,,,
16267,SALMONES MULTI X,38,,,,,,,,,,,,,,,,,,
15316,SALMONES MULTI X,38,,,,,,,,,,,,,,,,,,
15377,SALMONES MULTI X,38,,,,,,,,,,,,,,,,,,
13157,SALMONES MULTI X,49,,,,,,,,,,,,,,,,,,
15773,SALMONES MULTI X,49,,,,,,,,,,,,,,,,,,
9838,SALMONES MULTI X,49,,,,,,,,,,,,,,,,,,
14356,SALMONES MULTI X,49,,,,,,,,,,,,,,,,,,
14465,SALMONES MULTI X,49,,,,,,,,,,,,,,,,,,
9130,SALMONES MULTI X,49,,,,,,,,,,,,,,,,,,
13368,SALMONES MULTI X,49,,,,,,,,,,,,,,,,,,
12869,SALMONES MULTI X,49,,,,,,,,,,,,,,,,,,
12080,SALMONES MULTI X,49,,,,,,,,,,,,,,,,,,
12586,SALMONES MULTI X,49,,,,,,,,,,,,,,,,,,
10923,SALMONES MULTI X,49,,,,,,,,,,,,,,,,,,
14559,SALMONES MULTI X,49,,,,,,,,,,,,,,,,,,
13749,SALMONES MULTI X,49,,,,,,,,,,,,,,,,,,
12395,SALMONES MULTI X,49,,,,,,,,,,,,,,,,,,
8747,SALMONES MULTI X,49,,,,,,,,,,,,,,,,,,
9109,SALMONES MULTI X,49,,,,,,,,,,,,,,,,,,
11463,SALMONES MULTI X,49,,,,,,,,,,,,,,,,,,
13952,SALMONES MULTI X,49,,,,,,,,,,,,,,,,,,
16452,SOUTH WIND,38,,,,,,,,,,,,,,,,,,
